P1_001N,NAME,state,county,tract
6117,"Census Tract 224, Kings County, New York",36,47,22400
2664,"Census Tract 226, Kings County, New York",36,47,22600
4515,"Census Tract 227, Kings County, New York",36,47,22700
3638,"Census Tract 228, Kings County, New York",36,47,22800
3923,"Census Tract 229, Kings County, New York",36,47,22900
4442,"Census Tract 230, Kings County, New York",36,47,23000
3832,"Census Tract 231, Kings County, New York",36,47,23100
6382,"Census Tract 232, Kings County, New York",36,47,23200
5961,"Census Tract 233, Kings County, New York",36,47,23300
5923,"Census Tract 234, Kings County, New York",36,47,23400
5921,"Census Tract 235, Kings County, New York",36,47,23500
6548,"Census Tract 236, Kings County, New York",36,47,23600
5414,"Census Tract 238, Kings County, New York",36,47,23800
5165,"Census Tract 240, Kings County, New York",36,47,24000
3175,"Census Tract 241, Kings County, New York",36,47,24100
3289,"Census Tract 242, Kings County, New York",36,47,24200
4347,"Census Tract 243, Kings County, New York",36,47,24300
3651,"Census Tract 244, Kings County, New York",36,47,24400
4257,"Census Tract 245, Kings County, New York",36,47,24500
3436,"Census Tract 246, Kings County, New York",36,47,24600
2820,"Census Tract 247, Kings County, New York",36,47,24700
2647,"Census Tract 248, Kings County, New York",36,47,24800
4264,"Census Tract 249, Kings County, New York",36,47,24900
1748,"Census Tract 250, Kings County, New York",36,47,25000
4209,"Census Tract 251, Kings County, New York",36,47,25100
5300,"Census Tract 252, Kings County, New York",36,47,25200
3517,"Census Tract 253, Kings County, New York",36,47,25300
3650,"Census Tract 254, Kings County, New York",36,47,25400
4799,"Census Tract 255, Kings County, New York",36,47,25500
3366,"Census Tract 256, Kings County, New York",36,47,25600
2822,"Census Tract 257, Kings County, New York",36,47,25700
5073,"Census Tract 258, Kings County, New York",36,47,25800
2328,"Census Tract 259.01, Kings County, New York",36,47,25901
3560,"Census Tract 259.02, Kings County, New York",36,47,25902
3656,"Census Tract 260, Kings County, New York",36,47,26000
6479,"Census Tract 261, Kings County, New York",36,47,26100
2726,"Census Tract 262, Kings County, New York",36,47,26200
2088,"Census Tract 263, Kings County, New York",36,47,26300
5103,"Census Tract 264, Kings County, New York",36,47,26400
4385,"Census Tract 265, Kings County, New York",36,47,26500
3961,"Census Tract 266, Kings County, New York",36,47,26600
4228,"Census Tract 267, Kings County, New York",36,47,26700
4686,"Census Tract 268, Kings County, New York",36,47,26800
3005,"Census Tract 269, Kings County, New York",36,47,26900
2719,"Census Tract 270, Kings County, New York",36,47,27000
3493,"Census Tract 271, Kings County, New York",36,47,27100
3633,"Census Tract 272, Kings County, New York",36,47,27200
3131,"Census Tract 273, Kings County, New York",36,47,27300
3272,"Census Tract 274, Kings County, New York",36,47,27400
4071,"Census Tract 275, Kings County, New York",36,47,27500
3886,"Census Tract 276, Kings County, New York",36,47,27600
4351,"Census Tract 277, Kings County, New York",36,47,27700
3542,"Census Tract 278, Kings County, New York",36,47,27800
3674,"Census Tract 279, Kings County, New York",36,47,27900
1862,"Census Tract 280, Kings County, New York",36,47,28000
4800,"Census Tract 281, Kings County, New York",36,47,28100
3282,"Census Tract 282, Kings County, New York",36,47,28200
3933,"Census Tract 283, Kings County, New York",36,47,28300
4396,"Census Tract 284, Kings County, New York",36,47,28400
636,"Census Tract 285.01, Kings County, New York",36,47,28501
2658,"Census Tract 285.02, Kings County, New York",36,47,28502
6094,"Census Tract 286, Kings County, New York",36,47,28600
3103,"Census Tract 287, Kings County, New York",36,47,28700
3900,"Census Tract 288, Kings County, New York",36,47,28800
3933,"Census Tract 289, Kings County, New York",36,47,28900
4377,"Census Tract 290, Kings County, New York",36,47,29000
3042,"Census Tract 291, Kings County, New York",36,47,29100
2781,"Census Tract 292, Kings County, New York",36,47,29200
3402,"Census Tract 293, Kings County, New York",36,47,29300
2298,"Census Tract 294, Kings County, New York",36,47,29400
3851,"Census Tract 295, Kings County, New York",36,47,29500
5993,"Census Tract 296, Kings County, New York",36,47,29600
3921,"Census Tract 297, Kings County, New York",36,47,29700
3955,"Census Tract 298, Kings County, New York",36,47,29800
2496,"Census Tract 299, Kings County, New York",36,47,29900
4224,"Census Tract 300, Kings County, New York",36,47,30000
2970,"Census Tract 301, Kings County, New York",36,47,30100
4391,"Census Tract 302, Kings County, New York",36,47,30200
4952,"Census Tract 303, Kings County, New York",36,47,30300
4686,"Census Tract 304, Kings County, New York",36,47,30400
7249,"Census Tract 305, Kings County, New York",36,47,30500
2215,"Census Tract 306, Kings County, New York",36,47,30600
5625,"Census Tract 307, Kings County, New York",36,47,30700
2314,"Census Tract 308, Kings County, New York",36,47,30800
2209,"Census Tract 309, Kings County, New York",36,47,30900
3191,"Census Tract 311, Kings County, New York",36,47,31100
5109,"Census Tract 313, Kings County, New York",36,47,31300
5142,"Census Tract 314.01, Kings County, New York",36,47,31401
0,"Census Tract 314.02, Kings County, New York",36,47,31402
5613,"Census Tract 315, Kings County, New York",36,47,31500
3999,"Census Tract 317.01, Kings County, New York",36,47,31701
3714,"Census Tract 317.02, Kings County, New York",36,47,31702
3452,"Census Tract 319, Kings County, New York",36,47,31900
5488,"Census Tract 321, Kings County, New York",36,47,32100
3509,"Census Tract 323, Kings County, New York",36,47,32300
6218,"Census Tract 325, Kings County, New York",36,47,32500
7075,"Census Tract 326, Kings County, New York",36,47,32600
3074,"Census Tract 327, Kings County, New York",36,47,32700
3090,"Census Tract 328, Kings County, New York",36,47,32800
5707,"Census Tract 329, Kings County, New York",36,47,32900
4423,"Census Tract 330, Kings County, New York",36,47,33000
4217,"Census Tract 331, Kings County, New York",36,47,33100
4503,"Census Tract 333, Kings County, New York",36,47,33300
3231,"Census Tract 335, Kings County, New York",36,47,33500
4765,"Census Tract 336, Kings County, New York",36,47,33600
2510,"Census Tract 337.01, Kings County, New York",36,47,33701
2116,"Census Tract 337.02, Kings County, New York",36,47,33702
4676,"Census Tract 339, Kings County, New York",36,47,33900
1958,"Census Tract 340, Kings County, New York",36,47,34000
2685,"Census Tract 341, Kings County, New York",36,47,34100
7060,"Census Tract 342, Kings County, New York",36,47,34200
5024,"Census Tract 343, Kings County, New York",36,47,34300
2738,"Census Tract 345, Kings County, New York",36,47,34500
3645,"Census Tract 347, Kings County, New York",36,47,34700
2828,"Census Tract 348, Kings County, New York",36,47,34800
2067,"Census Tract 349.01, Kings County, New York",36,47,34901
3347,"Census Tract 349.02, Kings County, New York",36,47,34902
3082,"Census Tract 350, Kings County, New York",36,47,35000
2243,"Census Tract 351.01, Kings County, New York",36,47,35101
2626,"Census Tract 351.02, Kings County, New York",36,47,35102
1367,"Census Tract 352, Kings County, New York",36,47,35200
2566,"Census Tract 353.01, Kings County, New York",36,47,35301
2811,"Census Tract 353.02, Kings County, New York",36,47,35302
5493,"Census Tract 354, Kings County, New York",36,47,35400
5192,"Census Tract 355, Kings County, New York",36,47,35500
2902,"Census Tract 356.01, Kings County, New York",36,47,35601
5474,"Census Tract 356.02, Kings County, New York",36,47,35602
2322,"Census Tract 357.01, Kings County, New York",36,47,35701
15,"Census Tract 357.02, Kings County, New York",36,47,35702
5617,"Census Tract 359, Kings County, New York",36,47,35900
3387,"Census Tract 360.01, Kings County, New York",36,47,36001
4203,"Census Tract 360.02, Kings County, New York",36,47,36002
2964,"Census Tract 361, Kings County, New York",36,47,36100
4140,"Census Tract 362, Kings County, New York",36,47,36200
5385,"Census Tract 363, Kings County, New York",36,47,36300
3006,"Census Tract 364, Kings County, New York",36,47,36400
2959,"Census Tract 365.01, Kings County, New York",36,47,36501
1902,"Census Tract 365.02, Kings County, New York",36,47,36502
4681,"Census Tract 366, Kings County, New York",36,47,36600
1796,"Census Tract 367, Kings County, New York",36,47,36700
6136,"Census Tract 369, Kings County, New York",36,47,36900
4750,"Census Tract 370, Kings County, New York",36,47,37000
4503,"Census Tract 371, Kings County, New York",36,47,37100
4385,"Census Tract 373, Kings County, New York",36,47,37300
4696,"Census Tract 374.01, Kings County, New York",36,47,37401
5367,"Census Tract 374.02, Kings County, New York",36,47,37402
3809,"Census Tract 375, Kings County, New York",36,47,37500
3970,"Census Tract 377, Kings County, New York",36,47,37700
3851,"Census Tract 379, Kings County, New York",36,47,37900
5313,"Census Tract 381, Kings County, New York",36,47,38100
5882,"Census Tract 382, Kings County, New York",36,47,38200
4338,"Census Tract 383, Kings County, New York",36,47,38300
3969,"Census Tract 385, Kings County, New York",36,47,38500
3812,"Census Tract 386, Kings County, New York",36,47,38600
4908,"Census Tract 387, Kings County, New York",36,47,38700
4047,"Census Tract 388, Kings County, New York",36,47,38800
3570,"Census Tract 389, Kings County, New York",36,47,38900
2321,"Census Tract 390, Kings County, New York",36,47,39000
5776,"Census Tract 391, Kings County, New York",36,47,39100
2908,"Census Tract 392, Kings County, New York",36,47,39200
4141,"Census Tract 393, Kings County, New York",36,47,39300
2187,"Census Tract 394, Kings County, New York",36,47,39400
3772,"Census Tract 1, Bronx County, New York",36,5,100
4779,"Census Tract 2, Bronx County, New York",36,5,200
6272,"Census Tract 4, Bronx County, New York",36,5,400
5795,"Census Tract 16, Bronx County, New York",36,5,1600
2292,"Census Tract 19.01, Bronx County, New York",36,5,1901
1613,"Census Tract 19.02, Bronx County, New York",36,5,1902
2,"Census Tract 19.03, Bronx County, New York",36,5,1903
0,"Census Tract 19.04, Bronx County, New York",36,5,1904
5007,"Census Tract 20.01, Bronx County, New York",36,5,2001
4584,"Census Tract 20.02, Bronx County, New York",36,5,2002
4742,"Census Tract 23, Bronx County, New York",36,5,2300
6,"Census Tract 24, Bronx County, New York",36,5,2400
5442,"Census Tract 25, Bronx County, New York",36,5,2500
3080,"Census Tract 27.01, Bronx County, New York",36,5,2701
4995,"Census Tract 27.02, Bronx County, New York",36,5,2702
5853,"Census Tract 28, Bronx County, New York",36,5,2800
2964,"Census Tract 31, Bronx County, New York",36,5,3100
3689,"Census Tract 33, Bronx County, New York",36,5,3300
3726,"Census Tract 35, Bronx County, New York",36,5,3500
340,"Census Tract 37, Bronx County, New York",36,5,3700
1683,"Census Tract 38, Bronx County, New York",36,5,3800
6345,"Census Tract 39, Bronx County, New York",36,5,3900
1739,"Census Tract 40.01, Bronx County, New York",36,5,4001
6146,"Census Tract 41, Bronx County, New York",36,5,4100
7201,"Census Tract 42, Bronx County, New York",36,5,4200
5883,"Census Tract 43, Bronx County, New York",36,5,4300
4642,"Census Tract 44, Bronx County, New York",36,5,4400
1976,"Census Tract 46, Bronx County, New York",36,5,4600
4184,"Census Tract 48, Bronx County, New York",36,5,4800
4960,"Census Tract 50.01, Bronx County, New York",36,5,5001
6518,"Census Tract 50.02, Bronx County, New York",36,5,5002
6459,"Census Tract 51, Bronx County, New York",36,5,5100
2130,"Census Tract 52, Bronx County, New York",36,5,5200
4371,"Census Tract 53, Bronx County, New York",36,5,5300
6804,"Census Tract 54, Bronx County, New York",36,5,5400
4030,"Census Tract 395, Kings County, New York",36,47,39500
1948,"Census Tract 396, Kings County, New York",36,47,39600
3868,"Census Tract 397, Kings County, New York",36,47,39700
2841,"Census Tract 398, Kings County, New York",36,47,39800
4378,"Census Tract 399, Kings County, New York",36,47,39900
3281,"Census Tract 400, Kings County, New York",36,47,40000
3778,"Census Tract 401, Kings County, New York",36,47,40100
3025,"Census Tract 402, Kings County, New York",36,47,40200
3892,"Census Tract 403, Kings County, New York",36,47,40300
2812,"Census Tract 404, Kings County, New York",36,47,40400
1829,"Census Tract 405, Kings County, New York",36,47,40500
3599,"Census Tract 406, Kings County, New York",36,47,40600
6,"Census Tract 407, Kings County, New York",36,47,40700
3933,"Census Tract 408, Kings County, New York",36,47,40800
3800,"Census Tract 409, Kings County, New York",36,47,40900
2136,"Census Tract 410, Kings County, New York",36,47,41000
3332,"Census Tract 411, Kings County, New York",36,47,41100
3375,"Census Tract 412, Kings County, New York",36,47,41200
3951,"Census Tract 413, Kings County, New York",36,47,41300
1480,"Census Tract 414.01, Kings County, New York",36,47,41401
1855,"Census Tract 414.02, Kings County, New York",36,47,41402
4032,"Census Tract 415, Kings County, New York",36,47,41500
2112,"Census Tract 416, Kings County, New York",36,47,41600
3348,"Census Tract 417, Kings County, New York",36,47,41700
2645,"Census Tract 418, Kings County, New York",36,47,41800
3880,"Census Tract 419, Kings County, New York",36,47,41900
1912,"Census Tract 420, Kings County, New York",36,47,42000
4866,"Census Tract 421, Kings County, New York",36,47,42100
3663,"Census Tract 422, Kings County, New York",36,47,42200
4566,"Census Tract 423, Kings County, New York",36,47,42300
4175,"Census Tract 424, Kings County, New York",36,47,42400
3026,"Census Tract 425, Kings County, New York",36,47,42500
4350,"Census Tract 426, Kings County, New York",36,47,42600
4920,"Census Tract 427, Kings County, New York",36,47,42700
4290,"Census Tract 428, Kings County, New York",36,47,42800
5556,"Census Tract 429, Kings County, New York",36,47,42900
3842,"Census Tract 430, Kings County, New York",36,47,43000
4884,"Census Tract 431, Kings County, New York",36,47,43100
4514,"Census Tract 432, Kings County, New York",36,47,43200
3843,"Census Tract 433, Kings County, New York",36,47,43300
3866,"Census Tract 434, Kings County, New York",36,47,43400
4709,"Census Tract 435, Kings County, New York",36,47,43500
4694,"Census Tract 436, Kings County, New York",36,47,43600
5282,"Census Tract 437, Kings County, New York",36,47,43700
2905,"Census Tract 438, Kings County, New York",36,47,43800
4097,"Census Tract 439, Kings County, New York",36,47,43900
2878,"Census Tract 440, Kings County, New York",36,47,44000
2863,"Census Tract 56, Bronx County, New York",36,5,5600
2577,"Census Tract 59.02, Bronx County, New York",36,5,5902
1262,"Census Tract 60, Bronx County, New York",36,5,6000
3444,"Census Tract 61, Bronx County, New York",36,5,6100
6769,"Census Tract 62, Bronx County, New York",36,5,6200
6567,"Census Tract 63.01, Bronx County, New York",36,5,6301
19,"Census Tract 63.02, Bronx County, New York",36,5,6302
4186,"Census Tract 64, Bronx County, New York",36,5,6400
6251,"Census Tract 65, Bronx County, New York",36,5,6500
6893,"Census Tract 67, Bronx County, New York",36,5,6700
3419,"Census Tract 68, Bronx County, New York",36,5,6800
6964,"Census Tract 69, Bronx County, New York",36,5,6900
5021,"Census Tract 70, Bronx County, New York",36,5,7000
2789,"Census Tract 71, Bronx County, New York",36,5,7100
6291,"Census Tract 72, Bronx County, New York",36,5,7200
4205,"Census Tract 73, Bronx County, New York",36,5,7300
3536,"Census Tract 74, Bronx County, New York",36,5,7400
6749,"Census Tract 75, Bronx County, New York",36,5,7500
5682,"Census Tract 76, Bronx County, New York",36,5,7600
1974,"Census Tract 77, Bronx County, New York",36,5,7700
7037,"Census Tract 78, Bronx County, New York",36,5,7800
6826,"Census Tract 79, Bronx County, New York",36,5,7900
6122,"Census Tract 83, Bronx County, New York",36,5,8300
2587,"Census Tract 84, Bronx County, New York",36,5,8400
5894,"Census Tract 85, Bronx County, New York",36,5,8500
4145,"Census Tract 86, Bronx County, New York",36,5,8600
5976,"Census Tract 87, Bronx County, New York",36,5,8700
3118,"Census Tract 89, Bronx County, New York",36,5,8900
3911,"Census Tract 90, Bronx County, New York",36,5,9000
6271,"Census Tract 92, Bronx County, New York",36,5,9200
5551,"Census Tract 93.01, Bronx County, New York",36,5,9301
512,"Census Tract 93.02, Bronx County, New York",36,5,9302
2946,"Census Tract 96, Bronx County, New York",36,5,9600
5903,"Census Tract 98, Bronx County, New York",36,5,9800
0,"Census Tract 110, Bronx County, New York",36,5,11000
4396,"Census Tract 115.02, Bronx County, New York",36,5,11502
1554,"Census Tract 117.01, Bronx County, New York",36,5,11701
0,"Census Tract 117.02, Bronx County, New York",36,5,11702
5324,"Census Tract 118, Bronx County, New York",36,5,11800
5703,"Census Tract 119, Bronx County, New York",36,5,11900
3319,"Census Tract 121.01, Bronx County, New York",36,5,12101
1616,"Census Tract 121.02, Bronx County, New York",36,5,12102
4766,"Census Tract 123, Bronx County, New York",36,5,12300
4139,"Census Tract 125, Bronx County, New York",36,5,12500
2184,"Census Tract 127.01, Bronx County, New York",36,5,12701
4923,"Census Tract 129.01, Bronx County, New York",36,5,12901
1198,"Census Tract 130, Bronx County, New York",36,5,13000
5526,"Census Tract 441, Kings County, New York",36,47,44100
2631,"Census Tract 442, Kings County, New York",36,47,44200
5195,"Census Tract 443, Kings County, New York",36,47,44300
3260,"Census Tract 444, Kings County, New York",36,47,44400
4207,"Census Tract 445, Kings County, New York",36,47,44500
2026,"Census Tract 446, Kings County, New York",36,47,44600
2459,"Census Tract 447, Kings County, New York",36,47,44700
1965,"Census Tract 448, Kings County, New York",36,47,44800
2694,"Census Tract 449.01, Kings County, New York",36,47,44901
44,"Census Tract 449.02, Kings County, New York",36,47,44902
645,"Census Tract 450, Kings County, New York",36,47,45000
2618,"Census Tract 452, Kings County, New York",36,47,45200
1886,"Census Tract 453, Kings County, New York",36,47,45300
2036,"Census Tract 454, Kings County, New York",36,47,45400
2767,"Census Tract 456, Kings County, New York",36,47,45600
1558,"Census Tract 458, Kings County, New York",36,47,45800
3828,"Census Tract 460, Kings County, New York",36,47,46000
2700,"Census Tract 462.01, Kings County, New York",36,47,46201
1891,"Census Tract 462.02, Kings County, New York",36,47,46202
2732,"Census Tract 464, Kings County, New York",36,47,46400
2138,"Census Tract 468, Kings County, New York",36,47,46800
2823,"Census Tract 470, Kings County, New York",36,47,47000
3099,"Census Tract 472, Kings County, New York",36,47,47200
3232,"Census Tract 474, Kings County, New York",36,47,47400
4054,"Census Tract 476, Kings County, New York",36,47,47600
4226,"Census Tract 477, Kings County, New York",36,47,47700
5308,"Census Tract 478, Kings County, New York",36,47,47800
3824,"Census Tract 480, Kings County, New York",36,47,48000
3105,"Census Tract 481, Kings County, New York",36,47,48100
6122,"Census Tract 482, Kings County, New York",36,47,48200
5922,"Census Tract 484, Kings County, New York",36,47,48400
2470,"Census Tract 485, Kings County, New York",36,47,48500
3597,"Census Tract 486, Kings County, New York",36,47,48600
4536,"Census Tract 488, Kings County, New York",36,47,48800
3757,"Census Tract 489, Kings County, New York",36,47,48900
6036,"Census Tract 490, Kings County, New York",36,47,49000
6366,"Census Tract 491, Kings County, New York",36,47,49100
3366,"Census Tract 492, Kings County, New York",36,47,49200
1897,"Census Tract 493.01, Kings County, New York",36,47,49301
5476,"Census Tract 493.02, Kings County, New York",36,47,49302
5527,"Census Tract 494, Kings County, New York",36,47,49400
3114,"Census Tract 495, Kings County, New York",36,47,49500
4646,"Census Tract 496, Kings County, New York",36,47,49600
3141,"Census Tract 497, Kings County, New York",36,47,49700
4517,"Census Tract 498, Kings County, New York",36,47,49800
2147,"Census Tract 499, Kings County, New York",36,47,49900
2062,"Census Tract 500.01, Kings County, New York",36,47,50001
5390,"Census Tract 131, Bronx County, New York",36,5,13100
6652,"Census Tract 132, Bronx County, New York",36,5,13200
6064,"Census Tract 133, Bronx County, New York",36,5,13300
4001,"Census Tract 135, Bronx County, New York",36,5,13500
3060,"Census Tract 138, Bronx County, New York",36,5,13800
7344,"Census Tract 141, Bronx County, New York",36,5,14100
1898,"Census Tract 143, Bronx County, New York",36,5,14300
6046,"Census Tract 144, Bronx County, New York",36,5,14400
7055,"Census Tract 145, Bronx County, New York",36,5,14500
6361,"Census Tract 147.01, Bronx County, New York",36,5,14701
5081,"Census Tract 147.02, Bronx County, New York",36,5,14702
4723,"Census Tract 149, Bronx County, New York",36,5,14900
5957,"Census Tract 151, Bronx County, New York",36,5,15100
2593,"Census Tract 152, Bronx County, New York",36,5,15200
4258,"Census Tract 153, Bronx County, New York",36,5,15300
2891,"Census Tract 155, Bronx County, New York",36,5,15500
5542,"Census Tract 157, Bronx County, New York",36,5,15700
1442,"Census Tract 158, Bronx County, New York",36,5,15800
2481,"Census Tract 159, Bronx County, New York",36,5,15900
4003,"Census Tract 160, Bronx County, New York",36,5,16000
5243,"Census Tract 161, Bronx County, New York",36,5,16100
1908,"Census Tract 162, Bronx County, New York",36,5,16200
34,"Census Tract 163, Bronx County, New York",36,5,16300
1221,"Census Tract 164, Bronx County, New York",36,5,16400
1097,"Census Tract 165, Bronx County, New York",36,5,16500
2625,"Census Tract 166, Bronx County, New York",36,5,16600
3373,"Census Tract 167, Bronx County, New York",36,5,16700
1586,"Census Tract 169, Bronx County, New York",36,5,16900
10,"Census Tract 171, Bronx County, New York",36,5,17100
6395,"Census Tract 173, Bronx County, New York",36,5,17300
6988,"Census Tract 175, Bronx County, New York",36,5,17500
4754,"Census Tract 177.01, Bronx County, New York",36,5,17701
4979,"Census Tract 177.02, Bronx County, New York",36,5,17702
5124,"Census Tract 179.01, Bronx County, New York",36,5,17901
3447,"Census Tract 179.02, Bronx County, New York",36,5,17902
3299,"Census Tract 181.01, Bronx County, New York",36,5,18101
5510,"Census Tract 181.02, Bronx County, New York",36,5,18102
4423,"Census Tract 183.01, Bronx County, New York",36,5,18301
3686,"Census Tract 183.02, Bronx County, New York",36,5,18302
4329,"Census Tract 184, Bronx County, New York",36,5,18400
3076,"Census Tract 185.01, Bronx County, New York",36,5,18501
6442,"Census Tract 185.02, Bronx County, New York",36,5,18502
8360,"Census Tract 189, Bronx County, New York",36,5,18900
6020,"Census Tract 193, Bronx County, New York",36,5,19300
2022,"Census Tract 194, Bronx County, New York",36,5,19400
7509,"Census Tract 195, Bronx County, New York",36,5,19500
1607,"Census Tract 500.02, Kings County, New York",36,47,50002
2951,"Census Tract 501, Kings County, New York",36,47,50100
2312,"Census Tract 502.02, Kings County, New York",36,47,50202
2759,"Census Tract 503, Kings County, New York",36,47,50300
